1276526168 0
1276526372 0
1276604926 321
1276605343 321
1276619659 339
1276620087 339
1276620260 339
1276622603 376
1276686177 443
1276687495 443
1276688533 443
1276688782 443
1276689896 443
1276870006 443
1276872527 443
1276873483 443
1276873583 443
1276873999 443
1277121346 443
1277128782 443
1277129925 443
1277131357 443
1277131726 443
1277131822 443
1277204352 443
1277212783 443
1277212883 443
1277282165 462
1277290507 468
1277291276 468
1277308809 473
1277309135 473
1278428856 2003
1278430808 1854
1278502697 3119
1278506381 3119
1278507548 3119
1278526153 3125
1278526286 3126
1278577864 3126
1279879392 3126
1281963662 3206
1281964360 3206
1287651005 3455
1287664885 3449
1287677751 3449
1287988871 3449
1287989576 3449
1287991224 25984
1287991483 25984
1287993314 25989
1287993721 25989
1287994825 25989
1287997110 25976
1288000307 25976
1288024055 25976
1288086107 25976
1288147968 25976
1288148112 25976
1288359795 26121
1288359914 26121
1288386037 26128
1289222853 26255
1289224568 26255
1289309783 26307
1289314879 26307
1289823801 26307
1289824413 26307
1289828431 26231
1289833182 26231
1289833276 26231
1289833328 26231
1289833429 26231
1289841723 26231
1289842600 26231
1289842809 26231
1289843131 26231
1289845652 26483
1289852115 26483
1289856048 26501
1289871825 26626
1289901211 26626
1289902256 26626
1289904968 26626
1289914355 26741
1289918489 26741
1289918780 26741
1291136224 26741
1291136319 26761
1291152306 26860
1291156145 26860
1291157951 26860
1291220331 26858
1291221498 26858
1291223021 26858
1291223209 26858
1291223317 26858
1291645881 26858
1291656062 25279
1291657295 25284
1291658689 25288
1291659751 25288
1291745281 25304
1291807290 25304
1291810064 25305
1291830116 25285
1291830950 25285
1291831737 25285
1292345468 25585
1292353905 25585
1292376221 26211
1292376990 26211
1293637183 26136
1293926736 26172
1294159090 26172
1294159140 26172
1294182118 26164
1294183840 26164
1294242973 26164
1294243205 26376
1294244496 26379
1294256696 26379
1294916525 26379
1294924164 26379
1294925613 26379
1294928529 26380
1294932337 26378
1294933921 26378
1294939585 26378
1295003101 26428
1295006977 26609
1297279362 26692
1297445726 27748
1297704845 28774
1297772337 28774
1297779047 28774
1298023998 28809
1298289387 28809
1298290239 28809
1299100460 28991
1299242877 28991
1300537820 29871
1300538328 29717
1300538938 29717
1300539471 29717
1301505859 29717
1301527900 29717
1301529136 29992
1301529451 29992
1301529782 29992
1301532956 30082
1301534301 30082
1301534476 30082
1301534897 30082
1301574094 30188
1301574578 30196
1301673150 30231
1301675201 30320
1304338311 30364
1309271690 20561
1309271907 20561
1309273644 20552
1309351054 20784
1309362617 20792
1309364009 20792
1309517469 20863
1309523247 21002
1309525037 21002
1309534966 21002
1309813925 21274
1309824378 21292
1309857784 21292
1309862454 21292
1310936879 21480
1322421923 23287
1322427715 23296
1322432383 23349
1322434457 23349
1322475750 23374
1322482251 23380
1327655060 23357
1327655566 23357
1328717207 36206
1328717507 36206
1328717634 36206
1328717846 36206
1328774657 25799
1328785787 25799
1328789546 25799
1330004194 25799
1330004299 25799
1330004979 26035
1330011732 26035
1330014799 26035
1330450255 26044
1330450419 26044
1330450458 26044
1330450487 26044
1330451781 26044
1330509878 26044
1330510367 26044
1331051515 26044
1331143823 26677
1331144187 26677
1331144349 26677
1331595371 27325
1331649551 27325
1331654135 27539
1331654710 27539
1331654957 27539
1331720635 27609
1331726314 27632
1333545478 27745
1333545847 27745
1333546330 27759
1333928461 27759
1333934369 27454
1334157805 27561
1334157845 28581
1334164332 28566
1334223133 28565
1334229978 28660
1334230773 28660
1334250980 28690
1334251336 28690
1334322072 28694
1334329584 28707
1334329834 28715
1334330230 28715
1334535563 30525
1334573244 30525
1334574230 30525
1334585802 30601
1334937374 30603
1334942576 30612
1335028050 30625
1335028632 30625
1335035619 30619
1335175732 30644
1335262657 30657
1335263955 30657
1335274964 30649
1335287649 30762
1335437072 30767
1335437301 30767
1335459907 30828
1335646188 30973
1335798791 30973
1335800439 30937
1335801466 30937
1335888702 30937
1335953164 30950
1336038031 30950
1338485467 31151
1338485633 31373
1338485722 31374
1338565676 31709
1338935285 31797
1338938700 31804
1339408314 31812
1339412400 31812
1339412857 31812
1339494326 31817
1339534315 31835
1339535979 31835
1340637916 31831
1345151527 31831
1345152543 31839
1345154803 31839
1353327376 31843
1353421945 31852
1353425203 31852
1353426137 31852
1353460236 31852
1353494452 31852
1355841820 31852
1358073558 31855
1358359771 31855
