1276526168 0 0 0 0 1 0 0 0 0
1276526372 0 0 0 0 2 0 0 0 0
1276604926 0 0 0 0 3 0 0 0 0
1276605343 0 0 0 0 4 0 0 0 0
1276619659 0 0 0 0 5 0 0 0 0
1276620087 0 0 0 0 6 0 0 0 0
1276620260 0 0 0 0 7 0 0 0 0
1276622603 0 0 0 0 8 0 0 0 0
1276686177 0 0 0 0 9 0 0 0 0
1276687495 0 0 0 0 10 0 0 0 0
1276688533 0 0 0 0 11 0 0 0 0
1276688782 0 0 0 0 12 0 0 0 0
1276689896 0 0 0 0 13 0 0 0 0
1276870006 0 0 0 0 14 0 0 0 0
1276872527 0 0 0 0 15 0 0 0 0
1276873483 0 0 0 0 16 0 0 0 0
1276873583 0 0 0 0 17 0 0 0 0
1276873999 0 0 0 0 18 0 0 0 0
1277121346 0 0 0 0 19 0 0 0 0
1277128782 0 0 0 0 20 0 0 0 0
1277129925 0 0 0 0 21 0 0 0 0
1277131357 0 0 0 0 22 0 0 0 0
1277131726 0 0 0 0 23 0 0 0 0
1277131822 0 0 0 0 24 0 0 0 0
1277204352 0 0 0 0 25 0 0 0 0
1277212783 0 0 0 1 25 0 0 0 0
1277212883 0 0 0 2 25 0 0 0 0
1277282165 0 0 0 3 25 0 0 0 0
1277290507 0 0 0 4 25 0 0 0 0
1277291276 0 0 0 5 25 0 0 0 0
1277308809 0 0 0 6 25 0 0 0 0
1277309135 0 0 0 7 25 0 0 0 0
1278428856 0 0 0 8 25 0 0 0 0
1278430808 0 0 0 9 25 0 0 0 0
1278502697 0 1 0 9 25 0 0 0 0
1278506381 0 2 0 9 25 0 0 0 0
1278507548 0 3 0 9 25 0 0 0 0
1278525619 0 3 0 10 25 0 0 0 0
1278526153 0 4 0 10 25 0 0 0 0
1278526286 0 5 0 10 25 0 0 0 0
1278577864 0 6 0 10 25 0 0 0 0
1279879392 0 7 0 10 25 0 0 0 0
1281963662 0 7 0 11 25 0 0 0 0
1281964360 0 7 0 12 25 0 0 0 0
1287651005 0 7 0 13 25 0 0 0 0
1287677751 0 8 0 14 25 0 0 0 0
1287983817 0 9 0 14 25 0 0 0 0
1287984102 0 10 0 14 25 0 0 0 0
1287988871 0 11 0 14 25 0 0 0 0
1287989576 0 12 0 14 25 0 0 0 0
1287991224 0 13 0 14 25 0 0 0 0
1287991483 0 14 0 14 25 0 0 0 0
1287993314 0 15 0 14 25 0 0 0 0
1287993721 0 16 0 14 25 0 0 0 0
1287994825 0 17 0 14 25 0 0 0 0
1287997110 0 18 0 14 25 0 0 0 0
1288000307 0 19 0 14 25 0 0 0 0
1288024055 0 19 0 14 25 1 0 0 0
1288086107 0 19 0 14 25 2 0 0 0
1288099630 0 19 0 14 25 3 0 0 0
1288147968 0 20 0 14 25 3 0 0 0
1288148112 0 21 0 14 25 3 0 0 0
1288359795 0 22 0 14 25 3 0 0 0
1288359914 0 23 0 14 25 3 0 0 0
1288386037 0 23 0 14 25 4 0 0 0
1289222853 1 23 0 14 25 4 0 0 0
1289224568 2 23 0 14 25 4 0 0 0
1289309783 2 24 0 14 25 4 0 0 0
1289314879 3 24 0 14 25 4 0 0 0
1289823801 3 25 0 14 25 4 0 0 0
1289824413 4 25 0 14 25 4 0 0 0
1289828431 5 25 0 14 25 4 0 0 0
1289833182 6 25 0 14 25 4 0 0 0
1289833276 7 25 0 14 25 4 0 0 0
1289833328 8 25 0 14 25 4 0 0 0
1289833429 9 25 0 14 25 4 0 0 0
1289841723 9 26 0 14 25 4 0 0 0
1289842600 10 26 0 14 25 4 0 0 0
1289842809 11 26 0 14 25 4 0 0 0
1289843131 11 27 0 14 25 4 0 0 0
1289845652 12 27 0 14 25 4 0 0 0
1289852115 12 28 0 14 25 4 0 0 0
1289854528 13 28 0 14 25 4 0 0 0
1289856048 13 29 0 14 25 4 0 0 0
1289871825 13 30 0 14 25 4 0 0 0
1289901211 14 30 0 14 25 4 0 0 0
1289902256 15 30 0 14 25 4 0 0 0
1289904968 15 31 0 14 25 4 0 0 0
1289914355 15 32 0 14 25 4 0 0 0
1289918489 16 32 0 14 25 4 0 0 0
1289918780 17 32 0 14 25 4 0 0 0
1289925611 17 33 0 14 25 4 0 0 0
1291108680 18 33 0 14 25 4 0 0 0
1291135621 19 33 0 14 25 4 0 0 0
