1265127420 0 0 0 0
1265128976 0 0 0 0
1265131930 0 171 0 0
1265133426 0 219 0 0
1265305772 0 219 0 0
1269532963 0 270 0 0
1269958697 0 310 0 0
1269967415 0 310 0 0
1275497721 0 318 0 0
1276254106 0 926 0 0
1276525828 0 953 0 0
1276596141 0 966 0 0
1288345441 54 966 0 0
1288356918 63 966 0 0
1288362258 63 966 0 0
1288362725 63 966 0 0
1288379395 63 966 0 0
1288388057 82 966 0 0
1288621660 82 966 0 0
1289219514 100 966 0 0
1289223302 100 966 0 0
1292347353 100 966 0 0
1292430699 100 966 0 0
1292434038 100 966 0 0
1292587483 113 966 0 0
1292587678 113 966 0 0
1292595319 119 966 0 0
1292596419 119 966 0 0
1298280602 119 966 0 0
1308237971 130 966 0 0
1308245402 142 966 0 0
1310934005 421 966 0 0
1310935553 421 966 0 0
1315267757 435 966 0 0
1315267926 435 966 0 0
1328802022 435 966 0 0
1329834898 435 966 0 0
1329835000 435 966 0 0
1329835049 435 966 0 0
1329836116 435 966 0 0
1333640447 468 966 0 0
1333759490 477 966 0 0
1334170780 477 966 0 0
1334171565 881 966 0 0
1334171666 881 966 0 0
1334171843 881 966 0 0
1335440639 881 966 0 0
1335440719 881 966 0 0
1339507144 905 966 0 0
