1265127420 0
1265128976 0
1265131930 163
1265133426 210
1265305772 210
1269532963 250
1269958697 275
1269967415 275
1275497721 278
1276254106 545
1276525828 565
1276596141 576
1288345441 627
1288356918 630
1288362258 630
1288362725 630
1288379395 630
1288388057 646
1288621660 646
1289219514 662
1289223302 662
1292347353 662
1292430699 662
1292434038 662
1292587483 665
1292587678 665
1292595319 665
1292596419 665
1298280602 665
1310934005 937
1310935553 952
1315267757 943
1315267926 943
1328802022 943
1329835000 943
1329836116 943
1333640447 971
1333759490 972
1335440639 972
1335440719 1350
1339507144 1370
